z,ordinal_mcs,linear_doc_mcs,linear_doc_raw_cls,A_isotonic_mcs
2.3826485741160448e-05,137.6,309.7,4.171526243955675,137.6
3.3580732821369286,458.8,309.7,4.196665227002761,458.8
6.716122737788115,458.8,309.7,4.2218042100498465,458.8
10.074172193439303,458.8,309.7,4.246943193096932,458.8
13.43222164909049,458.8,309.7,4.272082176144018,458.8
16.790271104741677,516.2,309.7,4.297221159191103,458.8
20.148320560392865,516.2,309.7,4.32236014223819,516.2
23.506370016044052,516.2,309.7,4.3474991252852755,516.2
26.86441947169524,516.2,309.7,4.372638108332361,516.2
30.222468927346426,516.2,309.7,4.397777091379447,516.2
33.58051838299762,516.2,309.7,4.422916074426532,516.2
36.93856783864881,516.2,309.7,4.448055057473619,516.2
40.29661729429999,516.2,309.7,4.4731940405207045,516.2
43.654666749951176,573.5,309.7,4.49833302356779,573.5
47.012716205602366,573.5,344.1,4.523472006614876,573.5
50.37076566125356,573.5,344.1,4.548610989661961,573.5
53.72881511690474,573.5,344.1,4.573749972709047,573.5
57.086864572555925,573.5,344.1,4.5988889557561325,573.5
60.444914028207116,573.5,344.1,4.624027938803219,573.5
63.802963483858306,573.5,344.1,4.649166921850305,573.5
67.16101293950949,573.5,344.1,4.67430590489739,573.5
70.51906239516067,573.5,344.1,4.699444887944476,573.5
73.87711185081187,573.5,344.1,4.7245838709915615,573.5
77.23516130646306,573.5,344.1,4.749722854038647,573.5
80.59321076211424,573.5,344.1,4.774861837085734,573.5
83.95126021776542,573.5,344.1,4.800000820132819,573.5
87.3093096734166,573.5,344.1,4.825139803179905,573.5
90.6673591290678,573.5,344.1,4.8502787862269905,573.5
94.02540858471899,573.5,344.1,4.875417769274076,573.5
97.38345804037017,573.5,344.1,4.900556752321162,573.5
100.74150749602137,573.5,344.1,4.925695735368247,573.5
104.09955695167255,573.5,344.1,4.950834718415334,573.5
107.45760640732374,573.5,344.1,4.9759737014624195,573.5
110.81565586297492,573.5,344.1,5.001112684509505,573.5
114.1737053186261,573.5,344.1,5.026251667556591,573.5
117.5317547742773,573.5,344.1,5.051390650603676,573.5
120.88980422992849,573.5,344.1,5.076529633650762,573.5
124.24785368557967,573.5,344.1,5.101668616697848,573.5
127.60590314123087,573.5,344.1,5.126807599744934,573.5
130.96395259688205,573.5,344.1,5.15194658279202,573.5
134.32200205253324,573.5,344.1,5.177085565839105,573.5
137.68005150818442,573.5,344.1,5.202224548886191,573.5
141.0381009638356,573.5,344.1,5.2273635319332765,573.5
144.3961504194868,573.5,344.1,5.252502514980362,573.5
147.754199875138,573.5,344.1,5.277641498027449,573.5
151.11224933078918,573.5,344.1,5.302780481074534,573.5
154.47029878644037,573.5,344.1,5.32791946412162,573.5
157.82834824209155,573.5,344.1,5.3530584471687055,573.5
161.18639769774273,573.5,344.1,5.378197430215791,573.5
164.54444715339392,573.5,344.1,5.403336413262878,573.5
167.9024966090451,573.5,344.1,5.428475396309963,573.5
171.26054606469629,573.5,344.1,5.453614379357049,573.5
174.61859552034747,573.5,344.1,5.4787533624041345,573.5
177.97664497599868,573.5,412.9,5.50389234545122,573.5
181.33469443164987,573.5,412.9,5.529031328498306,573.5
184.69274388730105,573.5,412.9,5.554170311545391,573.5
188.05079334295223,573.5,412.9,5.579309294592477,573.5
191.40884279860342,573.5,412.9,5.604448277639563,573.5
194.7668922542546,573.5,412.9,5.629587260686649,573.5
198.12494170990578,573.5,412.9,5.654726243733735,573.5
201.482991165557,573.5,412.9,5.67986522678082,573.5
204.84104062120818,573.5,412.9,5.705004209827907,573.5
208.19909007685936,573.5,412.9,5.730143192874992,573.5
211.55713953251055,573.5,412.9,5.755282175922078,573.5
214.91518898816173,573.5,412.9,5.780421158969164,573.5
218.27323844381291,573.5,412.9,5.805560142016249,573.5
221.6312878994641,573.5,412.9,5.830699125063335,573.5
224.98933735511528,573.5,412.9,5.8558381081104205,573.5
228.34738681076647,573.5,412.9,5.880977091157506,573.5
231.70543626641768,573.5,412.9,5.906116074204593,573.5
235.06348572206886,573.5,412.9,5.931255057251678,573.5
238.42153517772005,573.5,412.9,5.956394040298764,573.5
241.77958463337123,573.5,412.9,5.9815330233458495,573.5
245.1376340890224,573.5,412.9,6.006672006392935,573.5
248.4956835446736,573.5,412.9,6.031810989440022,573.5
251.85373300032478,573.5,412.9,6.056949972487107,573.5
255.211782455976,573.5,412.9,6.082088955534193,573.5
258.56983191162715,573.5,412.9,6.107227938581278,573.5
261.92788136727836,573.5,412.9,6.132366921628364,573.5
265.2859308229295,573.5,412.9,6.15750590467545,573.5
268.6439802785807,573.5,412.9,6.182644887722535,573.5
272.00202973423194,573.5,412.9,6.207783870769622,573.5
275.3600791898831,573.5,412.9,6.2329228538167065,573.5
278.7181286455343,573.5,412.9,6.258061836863793,573.5
282.07617810118546,573.5,412.9,6.283200819910879,573.5
285.4342275568367,573.5,412.9,6.308339802957965,573.5
288.79227701248783,573.5,412.9,6.33347878600505,573.5
292.15032646813904,573.5,412.9,6.358617769052136,573.5
295.50837592379025,573.5,412.9,6.383756752099222,573.5
298.8664253794414,573.5,412.9,6.408895735146308,573.5
302.2244748350926,573.5,412.9,6.434034718193393,573.5
305.5825242907438,573.5,412.9,6.459173701240479,573.5
308.940573746395,573.5,412.9,6.4843126842875645,573.5
312.29862320204614,573.5,458.8,6.50945166733465,573.5
315.65667265769736,573.5,458.8,6.534590650381736,573.5
319.0147221133485,573.5,458.8,6.559729633428821,573.5
322.3727715689997,573.5,458.8,6.584868616475908,573.5
325.73082102465094,573.5,458.8,6.610007599522994,573.5
329.0888704803021,573.5,458.8,6.635146582570079,573.5
332.4469199359533,573.5,458.8,6.660285565617166,573.5
335.80496939160446,573.5,458.8,6.685424548664251,573.5
339.16301884725567,573.5,458.8,6.710563531711337,573.5
342.5210683029068,573.5,458.8,6.735702514758422,573.5
345.87911775855804,573.5,458.8,6.760841497805508,573.5
349.2371672142092,573.5,458.8,6.785980480852594,573.5
352.5952166698604,573.5,458.8,6.811119463899679,573.5
355.9532661255116,573.5,458.8,6.836258446946765,573.5
359.3113155811628,573.5,458.8,6.8613974299938505,573.5
362.669365036814,573.5,458.8,6.886536413040937,573.5
366.02741449246514,573.5,458.8,6.911675396088023,573.5
369.38546394811635,573.5,458.8,6.936814379135108,573.5
372.7435134037675,573.5,458.8,6.961953362182194,573.5
376.1015628594187,573.5,458.8,6.98709234522928,573.5
379.45961231506993,573.5,458.8,7.012231328276366,573.5
382.8176617707211,573.5,458.8,7.037370311323452,573.5
386.1757112263723,573.5,458.8,7.062509294370537,573.5
389.53376068202346,573.5,458.8,7.087648277417623,573.5
392.89181013767467,573.5,458.8,7.112787260464708,573.5
396.2498595933258,573.5,458.8,7.137926243511794,573.5
399.60790904897704,573.5,458.8,7.16306522655888,573.5
402.96595850462825,573.5,458.8,7.188204209605966,573.5
406.3240079602794,573.5,458.8,7.213343192653052,573.5
409.6820574159306,573.5,458.8,7.238482175700137,573.5
413.04010687158177,573.5,458.8,7.263621158747223,573.5
416.398156327233,573.5,458.8,7.2887601417943095,573.5
419.75620578288414,573.5,458.8,7.313899124841395,573.5
423.11425523853535,573.5,458.8,7.339038107888481,573.5
426.4723046941865,573.5,458.8,7.364177090935566,573.5
429.8303541498377,573.5,458.8,7.389316073982652,573.5
433.18840360548893,573.5,458.8,7.414455057029738,573.5
436.5464530611401,573.5,458.8,7.439594040076823,573.5
439.9045025167913,573.5,458.8,7.464733023123909,573.5
443.26255197244245,573.5,458.8,7.4898720061709945,573.5
446.62060142809366,573.5,516.2,7.515010989218081,573.5
449.9786508837448,573.5,516.2,7.540149972265167,573.5
453.33670033939603,573.5,516.2,7.565288955312252,573.5
456.6947497950472,573.5,516.2,7.590427938359338,573.5
460.0527992506984,573.5,516.2,7.615566921406424,573.5
463.4108487063496,573.5,516.2,7.64070590445351,573.5
466.76889816200077,573.5,516.2,7.665844887500596,573.5
470.126947617652,573.5,516.2,7.690983870547681,573.5
473.48499707330313,573.5,516.2,7.716122853594767,573.5
476.84304652895435,573.5,516.2,7.741261836641852,573.5
480.2010959846055,573.5,516.2,7.766400819688938,573.5
483.5591454402567,573.5,516.2,7.791539802736024,573.5
486.9171948959079,573.5,516.2,7.81667878578311,573.5
490.2752443515591,573.5,516.2,7.841817768830196,573.5
493.6332938072103,573.5,516.2,7.866956751877281,573.5
496.99134326286145,573.5,516.2,7.892095734924367,573.5
500.34939271851266,573.5,516.2,7.9172347179714535,573.5
503.7074421741638,573.5,516.2,7.942373701018539,573.5
507.065491629815,573.5,516.2,7.967512684065625,573.5
510.42354108546624,573.5,516.2,7.99265166711271,573.5
513.7815905411175,573.5,516.2,8.017790650159796,573.5
517.1396399967686,573.5,516.2,8.042929633206882,573.5
520.4976894524198,573.5,516.2,8.068068616253967,573.5
523.855738908071,573.5,516.2,8.093207599301053,573.5
527.2137883637222,573.5,516.2,8.118346582348138,573.5
530.5718378193733,573.5,516.2,8.143485565395224,573.5
533.9298872750245,573.5,516.2,8.16862454844231,573.5
537.2879367306757,573.5,516.2,8.193763531489395,573.5
540.6459861863269,573.5,516.2,8.218902514536481,573.5
544.0040356419781,573.5,516.2,8.244041497583568,573.5
547.3620850976292,573.5,516.2,8.269180480630652,573.5
550.7201345532804,573.5,516.2,8.29431946367774,573.5
554.0781840089317,573.5,516.2,8.319458446724825,573.5
557.4362334645829,573.5,516.2,8.34459742977191,573.5
560.794282920234,573.5,516.2,8.369736412818996,573.5
564.1523323758852,573.5,516.2,8.394875395866082,573.5
567.5103818315364,573.5,516.2,8.420014378913168,573.5
